recordid	userid	session	trialNum	task	imgname	srounded	sangular	slinear	smovement	spoints	ssoft	srepeated	water	people	plants	food	animals	temperature	scenetype	movement	location	keywords	timetorespond	score	z	trials	timestamp	created_at	updated_at
273	a33cc7a134	1	1	gotpsi	p1035	0.00	1.00	1.00	NULL	1.00	0.00	1.00	4.00	5.00	4.00	1.00	1.00	4.00	4.00	3.00	5.00	Beach,Poor,Sisters,Beads,Yellow	122	0	-0.82	1	2023-06-01 23:55:19	2023-06-01 23:55:19	2023-06-01 23:55:19
274	a33cc7a134	1	2	gotpsi	400074	1.00	0.00	0.00	NULL	1.00	1.00	1.00	1.00	3.00	2.00	4.00	1.00	3.00	2.00	3.00	4.00	City,Red,Concrete,Candy,Street	96	0_100	0.82	1	2023-06-01 23:57:10	2023-06-01 23:57:10	2023-06-01 23:57:10
275	62b3e910b4	1	1	GotPsi	400027	0.00	1.00	1.00	NULL	1.00	0.00	0.00	1.00	2.00	1.00	1.00	1.00	1.00	5.00	4.00	5.00	Outer space,Rocketship,Stars,,	104	0	0.13	1	2023-06-01 23:59:35	2023-06-01 23:59:35	2023-06-01 23:59:35
276	a59b028548	1	1	GotPsi	p21000	1.00	1.00	0.00	NULL	1.00	0.00	1.00	4.00	2.00	4.00	1.00	2.00	2.00	2.00	3.00	4.00	green,swirly,long,,	127	0	0.33	1	2023-06-02 00:16:04	2023-06-02 00:16:04	2023-06-02 00:16:04
277	a59b028548	1	1	GotPsi	400048	1.00	0.00	0.00	NULL	0.00	1.00	0.00	2.00	5.00	2.00	1.00	4.00	2.00	3.00	2.00	1.00	artsy,big,many,,	160	0	-0.76	1	2023-06-02 00:18:56	2023-06-02 00:18:56	2023-06-02 00:18:56
278	d66d90b56a	1	1	gotpsi	p96025	1.00	0.00	0.00	NULL	0.00	0.00	0.00	3.00	2.00	2.00	1.00	2.00	4.00	3.00	2.00	5.00	Building,Orange,Arena,Open,Community	106	0	-0.53	1	2023-06-02 00:27:30	2023-06-02 00:27:30	2023-06-02 00:27:30
279	d66d90b56a	1	2	gotpsi	400087	0.00	1.00	1.00	NULL	1.00	0.00	0.00	5.00	2.00	4.00	1.00	4.00	2.00	5.00	3.00	5.00	Peaceful,Night,Mist,Fog,Moon	97	0_100	0.66	1	2023-06-02 00:29:13	2023-06-02 00:29:13	2023-06-02 00:29:13
280	07d6265486	1	1	GotPsi	j0144615	0.00	1.00	1.00	NULL	1.00	0.00	1.00	4.00	5.00	2.00	2.00	4.00	1.00	3.00	2.00	4.00	circular,glowing,energy,buzz,FUZZY	103	0	1.39	1	2023-06-02 00:46:17	2023-06-02 00:46:17	2023-06-02 00:46:17
281	07d6265486	1	1	GotPsi	p121050	0.00	1.00	1.00	NULL	1.00	0.00	1.00	2.00	2.00	2.00	2.00	5.00	3.00	4.00	3.00	2.00	FURRY,pointed,soft,back,	118	0	-0.89	1	2023-06-02 00:49:17	2023-06-02 00:49:17	2023-06-02 00:49:17
282	07d6265486	1	1	GotPsi	p140023	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	4.00	3.00	3.00	4.00	4.00	4.00	2.00	3.00	fluffy,old,pale,broad,flow	87	0	-1.33	1	2023-06-02 01:36:01	2023-06-02 01:36:01	2023-06-02 01:36:01
283	2446d585aa	1	1	gotpsi	p189042	1.00	1.00	0.00	NULL	1.00	0.00	0.00	4.00	1.00	1.00	1.00	1.00	2.00	5.00	4.00	5.00	cliff,water,landscape,horizon,large	291	0	-0.01	1	2023-06-02 01:52:55	2023-06-02 01:52:55	2023-06-02 01:52:55
284	2446d585aa	1	1	gotpsi	p170033	0.00	1.00	0.00	NULL	1.00	1.00	0.00	1.00	3.00	1.00	1.00	1.00	3.00	3.00	1.00	3.00	rows,group,bunch,,	109	0	0.19	1	2023-06-02 01:55:11	2023-06-02 01:55:11	2023-06-02 01:55:11
285	73edb425b7	4	1	GotPsi	p113044	0.00	0.00	0.00	NULL	1.00	1.00	1.00	4.00	2.00	4.00	2.00	2.00	4.00	4.00	3.00	4.00	rock,plants,water,,	180	0	-1.33	1	2023-06-02 07:18:36	2023-06-02 07:18:36	2023-06-02 07:18:36
286	73edb425b7	4	1	GotPsi	400094	0.00	0.00	0.00	NULL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	1.00	wall,rock,glass,,	70	0	-0.59	1	2023-06-02 07:20:02	2023-06-02 07:20:02	2023-06-02 07:20:02
287	73edb425b7	4	1	GotPsi	400076	1.00	0.00	0.00	NULL	1.00	0.00	1.00	4.00	4.00	5.00	4.00	3.00	4.00	5.00	4.00	5.00	plants,water,rock,,	89	0	1.31	1	2023-06-02 07:22:00	2023-06-02 07:22:00	2023-06-02 07:22:00
288	73edb425b7	4	1	GotPsi	p170033	0.00	0.00	0.00	NULL	1.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	2.00	2.00	2.00	metal,glass,food,,	92	0	0.25	1	2023-06-02 07:24:04	2023-06-02 07:24:04	2023-06-02 07:24:04
289	73edb425b7	4	1	GotPsi	400064	1.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	3.00	1.00	1.00	metal,artificial,steel,,	155	0	0.09	1	2023-06-02 07:27:00	2023-06-02 07:27:00	2023-06-02 07:27:00
290	73edb425b7	4	1	GotPsi	j0145506	0.00	1.00	1.00	NULL	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	4.00	2.00	4.00	5.00	light,round,colors,,	60	0	0.48	1	2023-06-02 07:28:16	2023-06-02 07:28:16	2023-06-02 07:28:16
291	36599c7eff	1	1	gotpsi	p1103	0.00	1.00	1.00	NULL	1.00	0.00	1.00	3.00	4.00	3.00	2.00	2.00	1.00	5.00	2.00	5.00	Mountain,White,Red,,	74	0	0.24	1	2023-06-02 09:12:23	2023-06-02 09:12:23	2023-06-02 09:12:23
292	36599c7eff	1	2	gotpsi	p13096	0.00	1.00	0.00	NULL	0.00	1.00	0.00	2.00	2.00	2.00	2.00	2.00	4.00	2.00	2.00	2.00	Yellow,Round,Ball,,	62	0_100	1.31	1	2023-06-02 09:13:38	2023-06-02 09:13:38	2023-06-02 09:13:38
293	9eb0d040ef	1	1	GotPsi	j0178448	1.00	0.00	0.00	NULL	0.00	1.00	0.00	4.00	5.00	5.00	5.00	4.00	5.00	3.00	1.00	3.00	triangle,red,crowd,food,road	545	0	0.25	1	2023-06-02 10:30:36	2023-06-02 10:30:36	2023-06-02 10:30:36
294	9eb0d040ef	1	1	GotPsi	p170071	1.00	1.00	1.00	NULL	0.00	0.00	0.00	3.00	5.00	3.00	3.00	5.00	5.00	3.00	5.00	4.00	eyes,fabric,dots,arms,building	184	0	-1.60	1	2023-06-02 10:34:07	2023-06-02 10:34:07	2023-06-02 10:34:07
295	d66d90b56a	1	1	gotpsi	400079	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	3.00	2.00	1.00	2.00	3.00	2.00	4.00	2.00	Spiral,Busy,People,Blur,Colors	62	0	1.14	1	2023-06-02 11:15:14	2023-06-02 11:15:14	2023-06-02 11:15:14
296	d66d90b56a	1	2	gotpsi	400019	0.00	1.00	1.00	NULL	1.00	0.00	1.00	4.00	3.00	3.00	2.00	2.00	4.00	4.00	3.00	4.00	Joyful,Summer,Clouds,Beach,Horizon	69	0_100	-1.74	1	2023-06-02 11:16:30	2023-06-02 11:16:30	2023-06-02 11:16:30
297	07d6265486	1	1	GotPsi	400008	0.00	1.00	1.00	NULL	0.00	0.00	1.00	2.00	2.00	2.00	2.00	5.00	3.00	4.00	4.00	2.00	furry,round,purr,,	179	0	0.10	1	2023-06-02 12:05:00	2023-06-02 12:05:00	2023-06-02 12:05:00
298	36599c7eff	1	1	gotpsi	400034	1.00	0.00	0.00	NULL	0.00	1.00	1.00	2.00	4.00	3.00	3.00	2.00	4.00	4.00	5.00	3.00	Red,Dress,Dance,,	57	0	-0.03	1	2023-06-02 14:06:53	2023-06-02 14:06:53	2023-06-02 14:06:53
299	36599c7eff	1	2	gotpsi	ph02890j	0.00	1.00	1.00	NULL	1.00	0.00	1.00	2.00	4.00	2.00	2.00	2.00	3.00	2.00	2.00	2.00	Yellow,Lemon,Round,,	77	0_100	0.60	1	2023-06-02 14:08:17	2023-06-02 14:08:17	2023-06-02 14:08:17
300	fff8c30e58	1	1	GotPsi	p25052	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	3.00	5.00	3.00	4.00	2.00	4.00	4.00	5.00	green,field,ocean,,	44	0	0.73	1	2023-06-02 14:42:13	2023-06-02 14:42:13	2023-06-02 14:42:13
301	d2dd8d1064	1	1	GotPsi	p40018	0.00	1.00	0.00	NULL	1.00	0.00	0.00	1.00	1.00	2.00	5.00	5.00	5.00	1.00	5.00	5.00	Robot,Ai,Mechanical,,	26	0	-0.21	1	2023-06-02 14:49:24	2023-06-02 14:49:24	2023-06-02 14:49:24
302	d2dd8d1064	1	1	GotPsi	400040	0.00	1.00	1.00	NULL	0.00	1.00	0.00	5.00	4.00	4.00	2.00	3.00	5.00	3.00	4.00	5.00	Natural,Green,Pretty,,	25	0	-2.09	1	2023-06-02 14:49:53	2023-06-02 14:49:53	2023-06-02 14:49:53
303	d2dd8d1064	1	1	GotPsi	p181032	0.00	0.00	1.00	NULL	1.00	0.00	1.00	4.00	2.00	3.00	2.00	5.00	3.00	2.00	3.00	3.00	Pretty,Bright,Colorful,,	22	0	2.21	1	2023-06-02 14:50:44	2023-06-02 14:50:44	2023-06-02 14:50:44
304	d2dd8d1064	1	1	GotPsi	p151071	0.00	1.00	0.00	NULL	1.00	0.00	0.00	5.00	4.00	2.00	3.00	3.00	2.00	3.00	3.00	2.00	Robot,Computer,Gray,,	21	0	1.23	1	2023-06-02 14:51:11	2023-06-02 14:51:11	2023-06-02 14:51:11
305	d2dd8d1064	1	1	GotPsi	p96025	0.00	1.00	0.00	NULL	0.00	1.00	0.00	3.00	3.00	4.00	3.00	3.00	2.00	3.00	4.00	2.00	Mermaid,Fairy,Forest,,	21	0	1.52	1	2023-06-02 14:51:35	2023-06-02 14:51:35	2023-06-02 14:51:35
306	d2dd8d1064	1	1	GotPsi	p29024	0.00	1.00	0.00	NULL	1.00	0.00	0.00	5.00	3.00	3.00	4.00	2.00	3.00	2.00	3.00	2.00	Lion,Gold,Mane,,	19	0	-0.15	1	2023-06-02 14:51:56	2023-06-02 14:51:56	2023-06-02 14:51:56
307	d2dd8d1064	1	1	GotPsi	p31001	0.00	1.00	0.00	NULL	0.00	1.00	0.00	4.00	3.00	3.00	1.00	3.00	3.00	1.00	3.00	2.00	Ugly,Mean,Sad,,	25	0	-0.66	1	2023-06-02 14:52:54	2023-06-02 14:52:54	2023-06-02 14:52:54
308	d2dd8d1064	1	1	GotPsi	p170071	0.00	1.00	0.00	NULL	1.00	0.00	0.00	4.00	3.00	3.00	1.00	3.00	4.00	3.00	2.00	3.00	Leather,Lollipop,Purple,,	37	0	0.48	1	2023-06-02 14:53:34	2023-06-02 14:53:34	2023-06-02 14:53:34
309	6f96fabae3	1	1	gotpsi	p1002	1.00	0.00	1.00	NULL	0.00	0.00	1.00	3.00	4.00	5.00	3.00	4.00	2.00	4.00	2.00	5.00	jagged,edges,aloft,calm,clear	145	0	-0.73	1	2023-06-02 17:29:44	2023-06-02 17:29:44	2023-06-02 17:29:44
310	6f96fabae3	1	2	gotpsi	ph02902j	0.00	1.00	0.00	NULL	1.00	0.00	1.00	4.00	3.00	4.00	4.00	5.00	2.00	5.00	4.00	2.00	cold,languid,liquid,floating,free	109	0_100	0.64	1	2023-06-02 17:31:45	2023-06-02 17:31:45	2023-06-02 17:31:45
311	07d6265486	1	1	GotPsi	p107001	0.00	0.00	1.00	NULL	1.00	1.00	0.00	3.00	2.00	2.00	2.00	3.00	3.00	2.00	5.00	2.00	metallic,spinning,ozone,shiny,cold	70	0	0.09	1	2023-06-02 18:01:12	2023-06-02 18:01:12	2023-06-02 18:01:12
312	9eb0d040ef	1	1	GotPsi	p56098	1.00	0.00	1.00	NULL	0.00	0.00	0.00	3.00	4.00	4.00	2.00	2.00	2.00	3.00	2.00	4.00	building,sky,tree,blue,gray	68	0	0.19	1	2023-06-02 18:02:10	2023-06-02 18:02:10	2023-06-02 18:02:10
313	9eb0d040ef	1	1	GotPsi	ph02008j	0.00	0.00	0.00	NULL	1.00	1.00	0.00	3.00	4.00	5.00	5.00	4.00	5.00	5.00	2.00	3.00	plant,people,red,street,circle	70	0	-0.73	1	2023-06-02 18:03:49	2023-06-02 18:03:49	2023-06-02 18:03:49
314	9eb0d040ef	1	1	GotPsi	400078	1.00	1.00	0.00	NULL	1.00	0.00	0.00	5.00	4.00	4.00	3.00	2.00	4.00	5.00	2.00	5.00	water,rock,building,shadow,slope	98	0	-1.42	1	2023-06-02 18:05:33	2023-06-02 18:05:33	2023-06-02 18:05:33
315	9eb0d040ef	1	1	GotPsi	p31021	0.00	0.00	0.00	NULL	0.00	1.00	0.00	2.00	5.00	5.00	4.00	2.00	3.00	3.00	5.00	2.00	people,cheese,street,hands,plant	72	0	6.36	1	2023-06-02 18:07:13	2023-06-02 18:07:13	2023-06-02 18:07:13
316	9eb0d040ef	1	1	GotPsi	j0175402	1.00	0.00	0.00	NULL	1.00	0.00	1.00	4.00	4.00	2.00	3.00	5.00	2.00	4.00	5.00	4.00	animal,teeth,cage,people,street	84	0	0.05	1	2023-06-02 18:09:07	2023-06-02 18:09:07	2023-06-02 18:09:07
317	9eb0d040ef	1	1	GotPsi	400068	0.00	1.00	0.00	NULL	0.00	0.00	0.00	5.00	5.00	3.00	4.00	3.00	1.00	5.00	2.00	5.00	rock,water,people,snow,sun	63	0	0.49	1	2023-06-02 18:10:29	2023-06-02 18:10:29	2023-06-02 18:10:29
318	9eb0d040ef	1	1	GotPsi	p1043	1.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	3.00	3.00	2.00	3.00	5.00	2.00	2.00	5.00	triangle,sun,red,squares,tree	70	0	-1.09	1	2023-06-02 18:11:58	2023-06-02 18:11:58	2023-06-02 18:11:58
319	9eb0d040ef	1	1	GotPsi	400064	0.00	1.00	0.00	NULL	1.00	0.00	0.00	4.00	3.00	3.00	4.00	5.00	3.00	2.00	2.00	3.00	horse,hair,eyes,brown,black	74	0	0.37	1	2023-06-02 18:13:26	2023-06-02 18:13:26	2023-06-02 18:13:26
320	9eb0d040ef	1	1	GotPsi	400003	0.00	1.00	0.00	NULL	1.00	0.00	0.00	4.00	3.00	2.00	2.00	4.00	1.00	5.00	5.00	5.00	white,hare,running,ears,plant	55	0	0.10	1	2023-06-02 18:14:57	2023-06-02 18:14:57	2023-06-02 18:14:57
321	b68f6fe9a2	1	1	gotpsi	p19031	1.00	1.00	1.00	NULL	0.00	1.00	0.00	2.00	1.00	5.00	4.00	3.00	3.00	5.00	3.00	4.00	grass,field,green,,	52	0	-0.66	1	2023-06-02 23:19:29	2023-06-02 23:19:29	2023-06-02 23:19:29
322	b68f6fe9a2	1	1	gotpsi	j0227507	0.00	0.00	1.00	NULL	0.00	0.00	1.00	4.00	3.00	1.00	2.00	2.00	2.00	4.00	4.00	4.00	water,ocean,ship,,	33	0	0.27	1	2023-06-02 23:20:08	2023-06-02 23:20:08	2023-06-02 23:20:08
323	b68f6fe9a2	1	1	gotpsi	j0178448	0.00	1.00	1.00	NULL	1.00	0.00	1.00	3.00	4.00	2.00	4.00	1.00	3.00	2.00	2.00	3.00	ice cream,cold,round,,	45	0	0.70	1	2023-06-02 23:21:04	2023-06-02 23:21:04	2023-06-02 23:21:04
324	b68f6fe9a2	1	1	gotpsi	p56027	1.00	1.00	0.00	NULL	1.00	1.00	1.00	2.00	2.00	2.00	2.00	3.00	5.00	4.00	2.00	4.00	sand,open,hot,,	48	0	-0.84	1	2023-06-02 23:21:59	2023-06-02 23:21:59	2023-06-02 23:21:59
325	b68f6fe9a2	1	1	gotpsi	p87001	1.00	0.00	0.00	NULL	0.00	1.00	1.00	3.00	3.00	1.00	1.00	1.00	3.00	3.00	3.00	3.00	shipping,crate,color,,	34	0	-0.24	1	2023-06-02 23:22:37	2023-06-02 23:22:37	2023-06-02 23:22:37
326	b68f6fe9a2	1	1	gotpsi	400049	0.00	0.00	1.00	NULL	1.00	0.00	0.00	5.00	3.00	1.00	1.00	2.00	2.00	4.00	4.00	4.00	wave,clouds,sail,,	34	0	-0.63	1	2023-06-02 23:23:27	2023-06-02 23:23:27	2023-06-02 23:23:27
327	b68f6fe9a2	1	1	gotpsi	j0180718	0.00	1.00	1.00	NULL	1.00	1.00	0.00	2.00	2.00	2.00	3.00	4.00	4.00	2.00	2.00	2.00	zoo,leopard,spots,,	32	0	-0.03	1	2023-06-02 23:24:06	2023-06-02 23:24:06	2023-06-02 23:24:06
328	b68f6fe9a2	1	1	gotpsi	p46017	1.00	1.00	0.00	NULL	1.00	1.00	0.00	2.00	4.00	2.00	4.00	2.00	3.00	4.00	3.00	2.00	mall,eat,laugh,,	43	0	0.44	1	2023-06-02 23:24:57	2023-06-02 23:24:57	2023-06-02 23:24:57
329	1309e0c93b	1	1	gotpsi	p21085	0.00	0.00	0.00	NULL	1.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	5.00	Repeat,Round,Hard,,	51	0	1.01	1	2023-06-03 01:37:20	2023-06-03 01:37:20	2023-06-03 01:37:20
330	1309e0c93b	1	1	gotpsi	p8068	0.00	0.00	0.00	NULL	1.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	5.00	Repeat,Round,Hard,,	52	0	-2.09	1	2023-06-03 01:37:21	2023-06-03 01:37:21	2023-06-03 01:37:21
331	1309e0c93b	1	2	gotpsi	p1003	1.00	1.00	1.00	NULL	0.00	1.00	1.00	1.00	1.00	3.00	1.00	5.00	3.00	5.00	3.00	5.00	Nails,Claw,Print,,	54	0_100	-1.64	1	2023-06-03 01:38:19	2023-06-03 01:38:19	2023-06-03 01:38:19
332	ff55040f59	1	1	gotpsi	400020	0.00	1.00	0.00	NULL	1.00	0.00	0.00	3.00	2.00	1.00	1.00	1.00	1.00	5.00	3.00	4.00	wind,over,flat,,	380	0	0.98	1	2023-06-03 05:42:50	2023-06-03 05:42:50	2023-06-03 05:42:50
333	ff55040f59	1	2	gotpsi	p157045	0.00	1.00	1.00	NULL	0.00	0.00	1.00	4.00	2.00	2.00	4.00	3.00	3.00	3.00	4.00	4.00	boat,river,vacation,,	667	0_100	0.44	1	2023-06-03 05:55:28	2023-06-03 05:55:28	2023-06-03 05:55:28
334	fff8c30e58	1	1	GotPsi	j0144615	0.00	1.00	0.00	NULL	0.00	1.00	1.00	3.00	3.00	5.00	4.00	5.00	4.00	4.00	1.00	5.00	bird,nest,twigs,,	42	0	-0.12	1	2023-06-03 12:57:20	2023-06-03 12:57:20	2023-06-03 12:57:20
335	72a7d4d47b	1	1	gotpsi	p87037	1.00	1.00	0.00	NULL	0.00	1.00	0.00	3.00	1.00	3.00	3.00	3.00	4.00	2.00	4.00	4.00	waterfall,green,house,,	88	0	0.32	1	2023-06-03 15:03:14	2023-06-03 15:03:14	2023-06-03 15:03:14
336	72a7d4d47b	1	2	gotpsi	400021	0.00	1.00	1.00	NULL	0.00	0.00	1.00	1.00	5.00	3.00	1.00	3.00	3.00	4.00	3.00	4.00	nature,clouds,yellow,,	62	0_100	0.74	1	2023-06-03 15:04:21	2023-06-03 15:04:21	2023-06-03 15:04:21
337	1309e0c93b	1	1	gotpsi	400038	1.00	0.00	0.00	NULL	0.00	0.00	0.00	1.00	1.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	Parke,Wood,Pine,,	55	0	-1.23	1	2023-06-03 21:33:00	2023-06-03 21:33:00	2023-06-03 21:33:00
338	1309e0c93b	1	2	gotpsi	j0180654	0.00	1.00	1.00	NULL	1.00	0.00	0.00	1.00	5.00	4.00	2.00	4.00	3.00	3.00	2.00	3.00	Infinity,Cold,Empty,,	35	0_100	0.15	1	2023-06-03 21:33:39	2023-06-03 21:33:39	2023-06-03 21:33:39
339	2e006b735f	1	1	gotpsi	400043	0.00	0.00	0.00	NULL	1.00	0.00	0.00	1.00	3.00	3.00	2.00	2.00	4.00	4.00	3.00	4.00	dancing,colorful,party,,	153	0	0.27	1	2023-06-04 00:35:29	2023-06-04 00:35:29	2023-06-04 00:35:29
340	2e006b735f	1	2	gotpsi	j0181446	1.00	1.00	0.00	NULL	1.00	0.00	1.00	4.00	4.00	2.00	4.00	2.00	2.00	4.00	3.00	2.00	outside,empty,bank,run,calm	78	0_100	1.39	1	2023-06-04 00:36:56	2023-06-04 00:36:56	2023-06-04 00:36:56
341	72a7d4d47b	1	1	gotpsi	p1003	0.00	1.00	1.00	NULL	0.00	0.00	0.00	2.00	1.00	4.00	2.00	4.00	4.00	4.00	3.00	4.00	large,free,brown,,	59	0	-1.05	1	2023-06-04 08:03:22	2023-06-04 08:03:22	2023-06-04 08:03:22
342	72a7d4d47b	1	2	gotpsi	p35096	0.00	1.00	1.00	NULL	0.00	1.00	1.00	4.00	4.00	3.00	2.00	4.00	3.00	3.00	4.00	5.00	blue,yellow,green,,	59	0_100	2.36	1	2023-06-04 08:04:25	2023-06-04 08:04:25	2023-06-04 08:04:25
343	fff8c30e58	1	1	GotPsi	p46014	0.00	1.00	0.00	NULL	1.00	0.00	1.00	3.00	4.00	3.00	5.00	4.00	4.00	1.00	1.00	3.00	egg,eggs,bird,,	36	0	0.57	1	2023-06-04 14:04:01	2023-06-04 14:04:01	2023-06-04 14:04:01
344	6f96fabae3	1	1	gotpsi	p1002	1.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	5.00	4.00	1.00	5.00	spire,beige-red,pointed,dry,dusty	92	0	-1.01	1	2023-06-04 18:31:05	2023-06-04 18:31:05	2023-06-04 18:31:05
345	6f96fabae3	1	2	gotpsi	400052	1.00	0.00	0.00	NULL	0.00	1.00	1.00	4.00	1.00	4.00	1.00	2.00	2.00	4.00	3.00	5.00	irregular,colorful,levels,bursting,pointed	150	0_100	-1.85	1	2023-06-04 18:33:40	2023-06-04 18:33:40	2023-06-04 18:33:40
346	ff55040f59	1	1	gotpsi	p180025	0.00	0.00	1.00	NULL	1.00	0.00	0.00	2.00	2.00	3.00	3.00	4.00	4.00	3.00	3.00	3.00	down,dirt,give,,	183	0	0.10	1	2023-06-05 00:20:57	2023-06-05 00:20:57	2023-06-05 00:20:57
347	ff55040f59	1	1	gotpsi	p56027	0.00	0.00	0.00	NULL	1.00	1.00	0.00	2.00	2.00	3.00	1.00	2.00	3.00	3.00	2.00	3.00	present,calm,trust,,	270	0	0.41	1	2023-06-05 00:25:44	2023-06-05 00:25:44	2023-06-05 00:25:44
348	ff55040f59	1	1	gotpsi	j0181446	0.00	1.00	1.00	NULL	0.00	0.00	0.00	2.00	4.00	2.00	1.00	4.00	4.00	3.00	3.00	3.00	dark,green,flat,,	215	0	0.71	1	2023-06-05 00:45:11	2023-06-05 00:45:11	2023-06-05 00:45:11
349	07d6265486	1	1	GotPsi	p46093	0.00	1.00	1.00	NULL	0.00	0.00	1.00	2.00	2.00	4.00	3.00	3.00	3.00	2.00	2.00	2.00	close,ARC,shiny,tall,	73	0	-0.11	1	2023-06-05 02:21:48	2023-06-05 02:21:48	2023-06-05 02:21:48
350	07d6265486	1	1	GotPsi	p13096	1.00	0.00	1.00	NULL	0.00	1.00	0.00	2.00	2.00	2.00	2.00	2.00	3.00	2.00	4.00	4.00	machine,slick,hot,,	42	0	0.31	1	2023-06-05 02:22:39	2023-06-05 02:22:39	2023-06-05 02:22:39
351	55c781238a	1	1	gotpsi	400095	0.00	1.00	1.00	NULL	0.00	1.00	0.00	1.00	4.00	4.00	4.00	3.00	3.00	1.00	4.00	4.00	tree,plant,colour,,	98	0	1.39	1	2023-06-05 03:13:37	2023-06-05 03:13:37	2023-06-05 03:13:37
352	55c781238a	1	2	gotpsi	400023	1.00	0.00	1.00	NULL	0.00	0.00	0.00	4.00	2.00	4.00	3.00	3.00	3.00	2.00	2.00	2.00	colour,still,flame,,	64	0_100	-0.63	1	2023-06-05 03:14:50	2023-06-05 03:14:50	2023-06-05 03:14:50
353	65fc3500be	1	1	gotpsi	400024	0.00	1.00	0.00	NULL	1.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	4.00	2.00	4.00	1.00	Fluffy,White,Soft,,	55	0	0.20	1	2023-06-05 10:58:09	2023-06-05 10:58:09	2023-06-05 10:58:09
354	65fc3500be	1	2	gotpsi	p49034	0.00	1.00	1.00	NULL	1.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	4.00	1.00	4.00	1.00	Fluffy,White,Soft,,	44	0_100	-0.84	1	2023-06-05 10:58:57	2023-06-05 10:58:57	2023-06-05 10:58:57
355	fff8c30e58	1	1	GotPsi	400010	0.00	1.00	0.00	NULL	1.00	0.00	1.00	3.00	3.00	4.00	4.00	5.00	4.00	5.00	1.00	4.00	animal,fur,brown,,	33	0	0.24	1	2023-06-05 13:59:02	2023-06-05 13:59:02	2023-06-05 13:59:02
356	fff8c30e58	1	1	GotPsi	p46014	0.00	0.00	0.00	NULL	0.00	0.00	1.00	4.00	4.00	5.00	2.00	2.00	4.00	1.00	1.00	5.00	arch,bridge,building,,	37	0	-1.31	1	2023-06-05 14:06:30	2023-06-05 14:06:30	2023-06-05 14:06:30
357	fff8c30e58	1	1	GotPsi	ph02969j	0.00	0.00	0.00	NULL	1.00	0.00	0.00	3.00	4.00	4.00	5.00	3.00	2.00	1.00	1.00	1.00	candy,color,food,,	37	0	0.15	1	2023-06-05 14:07:09	2023-06-05 14:07:09	2023-06-05 14:07:09
358	72a7d4d47b	1	1	gotpsi	p49034	0.00	1.00	0.00	NULL	1.00	1.00	1.00	4.00	1.00	5.00	2.00	4.00	3.00	5.00	2.00	4.00	blue,black,orange,,	55	0	0.46	1	2023-06-05 17:14:52	2023-06-05 17:14:52	2023-06-05 17:14:52
359	72a7d4d47b	1	2	gotpsi	p46042	1.00	0.00	0.00	NULL	1.00	1.00	0.00	1.00	4.00	3.00	1.00	1.00	2.00	2.00	4.00	5.00	large,wide,high,,	57	0_100	0.92	1	2023-06-05 17:15:56	2023-06-05 17:15:56	2023-06-05 17:15:56
360	07d6265486	1	1	GotPsi	400061	0.00	0.00	1.00	NULL	0.00	0.00	0.00	4.00	2.00	3.00	2.00	4.00	2.00	5.00	4.00	4.00	cold,wintery,slick,smooth,windy	68	0	0.66	1	2023-06-05 17:16:27	2023-06-05 17:16:27	2023-06-05 17:16:27
361	07d6265486	1	1	GotPsi	p100097	0.00	1.00	1.00	NULL	1.00	0.00	0.00	4.00	3.00	2.00	3.00	3.00	3.00	4.00	2.00	3.00	circular,moving,oily,,	68	0	-0.34	1	2023-06-05 17:17:47	2023-06-05 17:17:47	2023-06-05 17:17:47
362	3a368818b7	1	1	GotPsi	400061	0.00	1.00	1.00	NULL	1.00	0.00	1.00	2.00	1.00	4.00	1.00	3.00	3.00	5.00	2.00	5.00	Sky,star,forest,,	76	0	-1.20	1	2023-06-05 18:04:21	2023-06-05 18:04:21	2023-06-05 18:04:21
363	3a368818b7	1	1	GotPsi	p121036	0.00	1.00	0.00	NULL	1.00	0.00	1.00	4.00	2.00	2.00	1.00	2.00	4.00	4.00	3.00	5.00	sand,water,sky,,	48	0	-0.26	1	2023-06-05 18:05:16	2023-06-05 18:05:16	2023-06-05 18:05:16
364	3a368818b7	1	1	GotPsi	ph02969j	0.00	1.00	1.00	NULL	1.00	0.00	1.00	3.00	1.00	3.00	1.00	5.00	3.00	4.00	4.00	4.00	bird,arctic,fly,,	119	0	-2.36	1	2023-06-05 18:07:20	2023-06-05 18:07:20	2023-06-05 18:07:20
